date_time,metric,result
2023-01-09T13:15:42Z,rh_percent,32.639
2023-01-09T13:15:43Z,temp_f,71.964
2023-01-09T13:15:43Z,rh_percent,32.539
2023-01-09T13:15:44Z,temp_f,71.964
2023-01-09T13:15:44Z,rh_percent,32.473
2023-01-09T13:15:45Z,temp_f,71.964
2023-01-09T13:15:45Z,rh_percent,32.406
2023-01-09T13:15:46Z,temp_f,71.964
2023-01-09T13:15:46Z,rh_percent,32.34
2023-01-09T13:15:47Z,temp_f,71.964
2023-01-09T13:15:47Z,rh_percent,32.273
2023-01-09T13:15:48Z,temp_f,71.964
2023-01-09T13:15:48Z,rh_percent,32.206
2023-01-09T13:15:49Z,temp_f,71.964
2023-01-09T13:15:49Z,rh_percent,32.14
2023-01-09T13:15:50Z,temp_f,71.964
2023-01-09T13:15:50Z,rh_percent,32.073
2023-01-09T13:15:51Z,temp_f,71.964
2023-01-09T13:15:51Z,rh_percent,32.073
2023-01-09T13:15:52Z,temp_f,71.964
2023-01-09T13:15:52Z,rh_percent,32.073
2023-01-09T13:15:53Z,temp_f,71.964
2023-01-09T13:15:53Z,rh_percent,32.073
2023-01-09T13:15:54Z,temp_f,71.964
2023-01-09T13:15:54Z,rh_percent,32.039
2023-01-09T13:15:55Z,temp_f,71.964
2023-01-09T13:15:55Z,rh_percent,32.006
2023-01-09T13:15:56Z,temp_f,71.964
2023-01-09T13:15:56Z,rh_percent,32.006
2023-01-09T13:15:57Z,temp_f,71.964
2023-01-09T13:15:57Z,rh_percent,32.039
2023-01-09T13:15:58Z,temp_f,72.007
2023-01-09T13:15:58Z,rh_percent,32.008
2023-01-09T13:15:59Z,temp_f,71.964
2023-01-09T13:15:59Z,rh_percent,32.006
2023-01-09T13:16:00Z,temp_f,72.007
2023-01-09T13:16:00Z,rh_percent,32.008
2023-01-09T13:16:01Z,temp_f,72.007
2023-01-09T13:16:01Z,rh_percent,32.008
2023-01-09T13:16:02Z,temp_f,72.007
2023-01-09T13:16:02Z,rh_percent,32.042
2023-01-09T13:16:03Z,temp_f,72.007
2023-01-09T13:16:03Z,rh_percent,32.075
2023-01-09T13:16:04Z,temp_f,72.007
2023-01-09T13:16:04Z,rh_percent,32.075
2023-01-09T13:16:05Z,temp_f,72.007
2023-01-09T13:16:05Z,rh_percent,32.108
2023-01-09T13:16:06Z,temp_f,72.007
2023-01-09T13:16:06Z,rh_percent,32.075
2023-01-09T13:16:07Z,temp_f,72.007
2023-01-09T13:16:07Z,rh_percent,32.075
2023-01-09T13:16:08Z,temp_f,72.007
2023-01-09T13:16:08Z,rh_percent,32.075
2023-01-09T13:16:09Z,temp_f,72.007
2023-01-09T13:16:09Z,rh_percent,32.008
2023-01-09T13:16:10Z,temp_f,72.007
2023-01-09T13:16:10Z,rh_percent,32.008
2023-01-09T13:16:11Z,temp_f,72.007
2023-01-09T13:16:11Z,rh_percent,31.941
2023-01-09T13:16:12Z,temp_f,72.007
2023-01-09T13:16:12Z,rh_percent,31.941
2023-01-09T13:16:13Z,temp_f,72.007
2023-01-09T13:16:13Z,rh_percent,31.875
2023-01-09T13:16:14Z,temp_f,72.05
2023-01-09T13:16:14Z,rh_percent,31.81
2023-01-09T13:16:15Z,temp_f,72.05
2023-01-09T13:16:15Z,rh_percent,31.81
2023-01-09T13:16:16Z,temp_f,72.05
2023-01-09T13:16:16Z,rh_percent,31.81
2023-01-09T13:16:17Z,temp_f,72.05
2023-01-09T13:16:17Z,rh_percent,31.743
2023-01-09T13:16:18Z,temp_f,72.05
2023-01-09T13:16:18Z,rh_percent,31.81
2023-01-09T13:16:19Z,temp_f,72.05
2023-01-09T13:16:19Z,rh_percent,31.877
2023-01-09T13:16:20Z,temp_f,72.05
2023-01-09T13:16:20Z,rh_percent,32.01
2023-01-09T13:16:21Z,temp_f,72.05
2023-01-09T13:16:21Z,rh_percent,32.01
2023-01-09T13:16:22Z,temp_f,72.05
2023-01-09T13:16:22Z,rh_percent,32.01
2023-01-09T13:16:23Z,temp_f,72.05
2023-01-09T13:16:23Z,rh_percent,32.01
2023-01-09T13:16:24Z,temp_f,72.05
2023-01-09T13:16:24Z,rh_percent,32.01
2023-01-09T13:16:25Z,temp_f,72.05
2023-01-09T13:16:25Z,rh_percent,32.01
2023-01-09T13:16:26Z,temp_f,72.093
2023-01-09T13:16:26Z,rh_percent,31.979
2023-01-09T13:16:27Z,temp_f,72.05
2023-01-09T13:16:27Z,rh_percent,31.944
2023-01-09T13:16:28Z,temp_f,72.093
2023-01-09T13:16:28Z,rh_percent,31.879
2023-01-09T13:16:29Z,temp_f,72.05
2023-01-09T13:16:29Z,rh_percent,31.877
2023-01-09T13:16:30Z,temp_f,72.093
2023-01-09T13:16:30Z,rh_percent,31.812
2023-01-09T13:16:31Z,temp_f,72.093
2023-01-09T13:16:31Z,rh_percent,31.779
2023-01-09T13:16:32Z,temp_f,72.093
2023-01-09T13:16:32Z,rh_percent,31.745
2023-01-09T13:16:33Z,temp_f,72.093
2023-01-09T13:16:33Z,rh_percent,31.712
2023-01-09T13:16:34Z,temp_f,72.093
2023-01-09T13:16:34Z,rh_percent,31.679
2023-01-09T13:16:35Z,temp_f,72.093
2023-01-09T13:16:35Z,rh_percent,31.679
2023-01-09T13:16:36Z,temp_f,72.093
2023-01-09T13:16:36Z,rh_percent,31.612
2023-01-09T13:16:37Z,temp_f,72.093
2023-01-09T13:16:37Z,rh_percent,31.578
2023-01-09T13:16:38Z,temp_f,72.093
2023-01-09T13:16:38Z,rh_percent,31.578
2023-01-09T13:16:39Z,temp_f,72.093
2023-01-09T13:16:39Z,rh_percent,31.512
2023-01-09T13:16:40Z,temp_f,72.093
2023-01-09T13:16:40Z,rh_percent,31.411
2023-01-09T13:16:41Z,temp_f,72.093
2023-01-09T13:16:41Z,rh_percent,31.378
2023-01-09T13:16:42Z,temp_f,72.093
2023-01-09T13:16:42Z,rh_percent,31.311
2023-01-09T13:16:43Z,temp_f,72.093
2023-01-09T13:16:43Z,rh_percent,31.311
2023-01-09T13:16:44Z,temp_f,72.136
2023-01-09T13:16:44Z,rh_percent,31.347
2023-01-09T13:16:45Z,temp_f,72.136
2023-01-09T13:16:45Z,rh_percent,31.347
2023-01-09T13:16:46Z,temp_f,72.136
2023-01-09T13:16:46Z,rh_percent,31.347
2023-01-09T13:16:47Z,temp_f,72.136
2023-01-09T13:16:47Z,rh_percent,31.38
2023-01-09T13:16:48Z,temp_f,72.136
2023-01-09T13:16:48Z,rh_percent,31.413
2023-01-09T13:16:49Z,temp_f,72.136
2023-01-09T13:16:49Z,rh_percent,31.447
2023-01-09T13:16:50Z,temp_f,72.136
2023-01-09T13:16:50Z,rh_percent,31.681
2023-01-09T13:16:51Z,temp_f,72.136
2023-01-09T13:16:51Z,rh_percent,31.914
2023-01-09T13:16:52Z,temp_f,72.136
2023-01-09T13:16:52Z,rh_percent,32.048
2023-01-09T13:16:53Z,temp_f,72.136
2023-01-09T13:16:53Z,rh_percent,32.115
2023-01-09T13:16:54Z,temp_f,72.136
2023-01-09T13:16:54Z,rh_percent,32.148
2023-01-09T13:16:55Z,temp_f,72.136
2023-01-09T13:16:55Z,rh_percent,32.015
2023-01-09T13:16:56Z,temp_f,72.136
2023-01-09T13:16:56Z,rh_percent,31.948
2023-01-09T13:16:57Z,temp_f,72.136
2023-01-09T13:16:57Z,rh_percent,31.814
2023-01-09T13:16:58Z,temp_f,72.136
2023-01-09T13:16:58Z,rh_percent,31.714
2023-01-09T13:16:59Z,temp_f,72.136
2023-01-09T13:16:59Z,rh_percent,31.681
2023-01-09T13:17:00Z,temp_f,72.136
2023-01-09T13:17:00Z,rh_percent,31.647
2023-01-09T13:17:01Z,temp_f,72.136
2023-01-09T13:17:01Z,rh_percent,31.614
2023-01-09T13:17:02Z,temp_f,72.178
2023-01-09T13:17:02Z,rh_percent,31.616
2023-01-09T13:17:03Z,temp_f,72.178
2023-01-09T13:17:03Z,rh_percent,31.616
2023-01-09T13:17:04Z,temp_f,72.178
2023-01-09T13:17:04Z,rh_percent,31.616
2023-01-09T13:17:05Z,temp_f,72.178
2023-01-09T13:17:05Z,rh_percent,31.616
2023-01-09T13:17:06Z,temp_f,72.178
2023-01-09T13:17:06Z,rh_percent,31.549
2023-01-09T13:17:07Z,temp_f,72.178
2023-01-09T13:17:07Z,rh_percent,31.549
2023-01-09T13:17:08Z,temp_f,72.178
2023-01-09T13:17:08Z,rh_percent,31.516
2023-01-09T13:17:09Z,temp_f,72.178
2023-01-09T13:17:09Z,rh_percent,31.415
2023-01-09T13:17:10Z,temp_f,72.178
2023-01-09T13:17:10Z,rh_percent,31.282
2023-01-09T13:17:11Z,temp_f,72.178
2023-01-09T13:17:11Z,rh_percent,31.248
2023-01-09T13:17:12Z,temp_f,72.178
2023-01-09T13:17:12Z,rh_percent,31.215
2023-01-09T13:17:13Z,temp_f,72.178
2023-01-09T13:17:13Z,rh_percent,31.215
2023-01-09T13:17:14Z,temp_f,72.178
2023-01-09T13:17:14Z,rh_percent,31.248
2023-01-09T13:17:15Z,temp_f,72.178
2023-01-09T13:17:15Z,rh_percent,31.282
2023-01-09T13:17:16Z,temp_f,72.178
2023-01-09T13:17:16Z,rh_percent,31.282
2023-01-09T13:17:17Z,temp_f,72.178
2023-01-09T13:17:17Z,rh_percent,31.282
2023-01-09T13:17:18Z,temp_f,72.178
2023-01-09T13:17:18Z,rh_percent,31.248
2023-01-09T13:17:19Z,temp_f,72.178
2023-01-09T13:17:19Z,rh_percent,31.248
2023-01-09T13:17:20Z,temp_f,72.221
2023-01-09T13:17:20Z,rh_percent,31.217
2023-01-09T13:17:21Z,temp_f,72.221
2023-01-09T13:17:21Z,rh_percent,31.217
2023-01-09T13:17:22Z,temp_f,72.221
2023-01-09T13:17:22Z,rh_percent,31.15
2023-01-09T13:17:23Z,temp_f,72.221
2023-01-09T13:17:23Z,rh_percent,31.117
2023-01-09T13:17:24Z,temp_f,72.221
2023-01-09T13:17:24Z,rh_percent,31.083
2023-01-09T13:17:25Z,temp_f,72.221
2023-01-09T13:17:25Z,rh_percent,31.083
2023-01-09T13:17:26Z,temp_f,72.221
2023-01-09T13:17:26Z,rh_percent,31.05
2023-01-09T13:17:27Z,temp_f,72.221
2023-01-09T13:17:27Z,rh_percent,31.05
2023-01-09T13:17:28Z,temp_f,72.221
2023-01-09T13:17:28Z,rh_percent,31.016
2023-01-09T13:17:29Z,temp_f,72.221
2023-01-09T13:17:29Z,rh_percent,31.016
2023-01-09T13:17:30Z,temp_f,72.221
2023-01-09T13:17:30Z,rh_percent,31.016
2023-01-09T13:17:31Z,temp_f,72.221
2023-01-09T13:17:31Z,rh_percent,31.016
2023-01-09T13:17:32Z,temp_f,72.221
2023-01-09T13:17:32Z,rh_percent,31.016
2023-01-09T13:17:33Z,temp_f,72.221
2023-01-09T13:17:33Z,rh_percent,31.016
2023-01-09T13:17:34Z,temp_f,72.221
2023-01-09T13:17:34Z,rh_percent,31.016
2023-01-09T13:17:35Z,temp_f,72.221
2023-01-09T13:17:35Z,rh_percent,31.016
2023-01-09T13:17:36Z,temp_f,72.221
2023-01-09T13:17:36Z,rh_percent,31.016
2023-01-09T13:17:37Z,temp_f,72.221
2023-01-09T13:17:37Z,rh_percent,31.016
2023-01-09T13:17:38Z,temp_f,72.221
2023-01-09T13:17:38Z,rh_percent,31.05
2023-01-09T13:17:39Z,temp_f,72.264
2023-01-09T13:17:39Z,rh_percent,31.085
2023-01-09T13:17:40Z,temp_f,72.221
2023-01-09T13:17:40Z,rh_percent,31.083
2023-01-09T13:17:41Z,temp_f,72.221
2023-01-09T13:17:41Z,rh_percent,31.15
2023-01-09T13:17:42Z,temp_f,72.264
2023-01-09T13:17:42Z,rh_percent,31.219
2023-01-09T13:17:43Z,temp_f,72.264
2023-01-09T13:17:43Z,rh_percent,31.286
2023-01-09T13:17:44Z,temp_f,72.264
2023-01-09T13:17:44Z,rh_percent,31.286
2023-01-09T13:17:45Z,temp_f,72.264
2023-01-09T13:17:45Z,rh_percent,31.319
2023-01-09T13:17:46Z,temp_f,72.264
2023-01-09T13:17:46Z,rh_percent,31.353
2023-01-09T13:17:47Z,temp_f,72.264
2023-01-09T13:17:47Z,rh_percent,31.353
2023-01-09T13:17:48Z,temp_f,72.264
2023-01-09T13:17:48Z,rh_percent,31.353
2023-01-09T13:17:49Z,temp_f,72.264
2023-01-09T13:17:49Z,rh_percent,31.353
2023-01-09T13:17:50Z,temp_f,72.264
2023-01-09T13:17:50Z,rh_percent,31.353
2023-01-09T13:17:51Z,temp_f,72.264
2023-01-09T13:17:51Z,rh_percent,31.353
2023-01-09T13:17:52Z,temp_f,72.264
2023-01-09T13:17:52Z,rh_percent,31.353
2023-01-09T13:17:53Z,temp_f,72.264
2023-01-09T13:17:53Z,rh_percent,31.42
2023-01-09T13:17:54Z,temp_f,72.264
2023-01-09T13:17:54Z,rh_percent,31.453
2023-01-09T13:17:55Z,temp_f,72.264
2023-01-09T13:17:55Z,rh_percent,31.553
2023-01-09T13:17:56Z,temp_f,72.264
2023-01-09T13:17:56Z,rh_percent,31.62
2023-01-09T13:17:57Z,temp_f,72.264
2023-01-09T13:17:57Z,rh_percent,31.72
2023-01-09T13:17:58Z,temp_f,72.264
2023-01-09T13:17:58Z,rh_percent,31.821
2023-01-09T13:17:59Z,temp_f,72.307
2023-01-09T13:17:59Z,rh_percent,31.856
2023-01-09T13:18:00Z,temp_f,72.307
2023-01-09T13:18:00Z,rh_percent,31.889
2023-01-09T13:18:01Z,temp_f,72.264
2023-01-09T13:18:01Z,rh_percent,31.954
2023-01-09T13:18:02Z,temp_f,72.307
2023-01-09T13:18:02Z,rh_percent,31.956
2023-01-09T13:18:03Z,temp_f,72.307
2023-01-09T13:18:03Z,rh_percent,31.889
2023-01-09T13:18:04Z,temp_f,72.307
2023-01-09T13:18:04Z,rh_percent,31.889
2023-01-09T13:18:05Z,temp_f,72.307
2023-01-09T13:18:05Z,rh_percent,31.823
2023-01-09T13:18:06Z,temp_f,72.307
2023-01-09T13:18:06Z,rh_percent,31.689
2023-01-09T13:18:07Z,temp_f,72.307
2023-01-09T13:18:07Z,rh_percent,31.555
2023-01-09T13:18:08Z,temp_f,72.307
2023-01-09T13:18:08Z,rh_percent,31.455
2023-01-09T13:18:09Z,temp_f,72.307
2023-01-09T13:18:09Z,rh_percent,31.388
2023-01-09T13:18:10Z,temp_f,72.307
2023-01-09T13:18:10Z,rh_percent,31.288
2023-01-09T13:18:11Z,temp_f,72.307
2023-01-09T13:18:11Z,rh_percent,31.221
2023-01-09T13:18:12Z,temp_f,72.307
2023-01-09T13:18:12Z,rh_percent,31.188
2023-01-09T13:18:13Z,temp_f,72.307
2023-01-09T13:18:13Z,rh_percent,31.154
2023-01-09T13:18:14Z,temp_f,72.307
2023-01-09T13:18:14Z,rh_percent,31.087
2023-01-09T13:18:15Z,temp_f,72.307
2023-01-09T13:18:15Z,rh_percent,31.054
2023-01-09T13:18:16Z,temp_f,72.307
2023-01-09T13:18:16Z,rh_percent,30.953
2023-01-09T13:18:17Z,temp_f,72.307
2023-01-09T13:18:17Z,rh_percent,30.886
2023-01-09T13:18:18Z,temp_f,72.307
2023-01-09T13:18:18Z,rh_percent,30.819
2023-01-09T13:18:19Z,temp_f,72.307
2023-01-09T13:18:19Z,rh_percent,30.752
2023-01-09T13:18:20Z,temp_f,72.307
2023-01-09T13:18:20Z,rh_percent,30.719
2023-01-09T13:18:21Z,temp_f,72.307
2023-01-09T13:18:21Z,rh_percent,30.719
2023-01-09T13:18:22Z,temp_f,72.307
2023-01-09T13:18:22Z,rh_percent,30.685
2023-01-09T13:18:23Z,temp_f,72.351
2023-01-09T13:18:23Z,rh_percent,30.687
2023-01-09T13:18:24Z,temp_f,72.351
2023-01-09T13:18:24Z,rh_percent,30.687
2023-01-09T13:18:25Z,temp_f,72.351
2023-01-09T13:18:25Z,rh_percent,30.687
2023-01-09T13:18:26Z,temp_f,72.351
2023-01-09T13:18:26Z,rh_percent,30.687
2023-01-09T13:18:27Z,temp_f,72.351
2023-01-09T13:18:27Z,rh_percent,30.687
2023-01-09T13:18:28Z,temp_f,72.351
2023-01-09T13:18:28Z,rh_percent,30.721
2023-01-09T13:18:29Z,temp_f,72.351
2023-01-09T13:18:29Z,rh_percent,30.754
2023-01-09T13:18:30Z,temp_f,72.351
2023-01-09T13:18:30Z,rh_percent,30.754
2023-01-09T13:18:31Z,temp_f,72.351
2023-01-09T13:18:31Z,rh_percent,30.754
2023-01-09T13:18:32Z,temp_f,72.351
2023-01-09T13:18:32Z,rh_percent,30.754
2023-01-09T13:18:33Z,temp_f,72.351
2023-01-09T13:18:33Z,rh_percent,30.754
2023-01-09T13:18:34Z,temp_f,72.351
2023-01-09T13:18:34Z,rh_percent,30.754
2023-01-09T13:18:35Z,temp_f,72.351
2023-01-09T13:18:35Z,rh_percent,30.788
2023-01-09T13:18:36Z,temp_f,72.351
2023-01-09T13:18:36Z,rh_percent,30.754
2023-01-09T13:18:37Z,temp_f,72.351
2023-01-09T13:18:37Z,rh_percent,30.754
2023-01-09T13:18:38Z,temp_f,72.351
2023-01-09T13:18:38Z,rh_percent,30.754
2023-01-09T13:18:39Z,temp_f,72.351
2023-01-09T13:18:39Z,rh_percent,30.821
2023-01-09T13:18:40Z,temp_f,72.351
2023-01-09T13:18:40Z,rh_percent,30.821
2023-01-09T13:18:41Z,temp_f,72.351
2023-01-09T13:18:41Z,rh_percent,30.955
2023-01-09T13:18:42Z,temp_f,72.351
2023-01-09T13:18:42Z,rh_percent,31.022
2023-01-09T13:18:43Z,temp_f,72.394
2023-01-09T13:18:43Z,rh_percent,31.091
2023-01-09T13:18:44Z,temp_f,72.394
2023-01-09T13:18:44Z,rh_percent,31.091
2023-01-09T13:18:45Z,temp_f,72.394
2023-01-09T13:18:45Z,rh_percent,31.091
2023-01-09T13:18:46Z,temp_f,72.351
2023-01-09T13:18:46Z,rh_percent,31.056
2023-01-09T13:18:47Z,temp_f,72.394
2023-01-09T13:18:47Z,rh_percent,31.024
2023-01-09T13:18:48Z,temp_f,72.351
2023-01-09T13:18:48Z,rh_percent,30.955
2023-01-09T13:18:49Z,temp_f,72.394
2023-01-09T13:18:49Z,rh_percent,30.957
2023-01-09T13:18:50Z,temp_f,72.394
2023-01-09T13:18:50Z,rh_percent,30.957
2023-01-09T13:18:51Z,temp_f,72.394
2023-01-09T13:18:51Z,rh_percent,30.89
2023-01-09T13:18:52Z,temp_f,72.394
2023-01-09T13:18:52Z,rh_percent,30.823
2023-01-09T13:18:53Z,temp_f,72.394
2023-01-09T13:18:53Z,rh_percent,30.756
2023-01-09T13:18:54Z,temp_f,72.394
2023-01-09T13:18:54Z,rh_percent,30.756
2023-01-09T13:18:55Z,temp_f,72.394
2023-01-09T13:18:55Z,rh_percent,30.723
2023-01-09T13:18:56Z,temp_f,72.394
2023-01-09T13:18:56Z,rh_percent,30.689
2023-01-09T13:18:57Z,temp_f,72.394
2023-01-09T13:18:57Z,rh_percent,30.689
2023-01-09T13:18:58Z,temp_f,72.394
2023-01-09T13:18:58Z,rh_percent,30.723
2023-01-09T13:18:59Z,temp_f,72.394
2023-01-09T13:18:59Z,rh_percent,30.689
2023-01-09T13:19:00Z,temp_f,72.394
2023-01-09T13:19:00Z,rh_percent,30.689
2023-01-09T13:19:01Z,temp_f,72.394
2023-01-09T13:19:01Z,rh_percent,30.622
2023-01-09T13:19:02Z,temp_f,72.394
2023-01-09T13:19:02Z,rh_percent,30.589
2023-01-09T13:19:03Z,temp_f,72.394
2023-01-09T13:19:03Z,rh_percent,30.555
2023-01-09T13:19:04Z,temp_f,72.394
2023-01-09T13:19:04Z,rh_percent,30.555
2023-01-09T13:19:05Z,temp_f,72.394
2023-01-09T13:19:05Z,rh_percent,30.555
2023-01-09T13:19:06Z,temp_f,72.437
2023-01-09T13:19:06Z,rh_percent,30.557
2023-01-09T13:19:07Z,temp_f,72.394
2023-01-09T13:19:07Z,rh_percent,30.555
2023-01-09T13:19:08Z,temp_f,72.394
2023-01-09T13:19:08Z,rh_percent,30.555
2023-01-09T13:19:09Z,temp_f,72.394
2023-01-09T13:19:09Z,rh_percent,30.522
2023-01-09T13:19:10Z,temp_f,72.437
2023-01-09T13:19:10Z,rh_percent,30.49
2023-01-09T13:19:11Z,temp_f,72.394
2023-01-09T13:19:11Z,rh_percent,30.455
2023-01-09T13:19:12Z,temp_f,72.437
2023-01-09T13:19:12Z,rh_percent,30.423
2023-01-09T13:19:13Z,temp_f,72.437
2023-01-09T13:19:13Z,rh_percent,30.423
2023-01-09T13:19:14Z,temp_f,72.437
2023-01-09T13:19:14Z,rh_percent,30.423
2023-01-09T13:19:15Z,temp_f,72.437
2023-01-09T13:19:15Z,rh_percent,30.423
2023-01-09T13:19:16Z,temp_f,72.437
2023-01-09T13:19:16Z,rh_percent,30.356
2023-01-09T13:19:17Z,temp_f,72.437
2023-01-09T13:19:17Z,rh_percent,30.356
2023-01-09T13:19:18Z,temp_f,72.437
2023-01-09T13:19:18Z,rh_percent,30.356
2023-01-09T13:19:19Z,temp_f,72.437
2023-01-09T13:19:19Z,rh_percent,30.356
2023-01-09T13:19:20Z,temp_f,72.437
2023-01-09T13:19:20Z,rh_percent,30.423
2023-01-09T13:19:21Z,temp_f,72.437
2023-01-09T13:19:21Z,rh_percent,30.423
2023-01-09T13:19:22Z,temp_f,72.437
2023-01-09T13:19:22Z,rh_percent,30.49
2023-01-09T13:19:23Z,temp_f,72.437
2023-01-09T13:19:23Z,rh_percent,30.557
2023-01-09T13:19:24Z,temp_f,72.437
2023-01-09T13:19:24Z,rh_percent,30.557
2023-01-09T13:19:25Z,temp_f,72.437
2023-01-09T13:19:25Z,rh_percent,30.557
2023-01-09T13:19:26Z,temp_f,72.437
2023-01-09T13:19:26Z,rh_percent,30.557
2023-01-09T13:19:27Z,temp_f,72.437
2023-01-09T13:19:27Z,rh_percent,30.557
2023-01-09T13:19:28Z,temp_f,72.437
2023-01-09T13:19:28Z,rh_percent,30.591
2023-01-09T13:19:29Z,temp_f,72.437
2023-01-09T13:19:29Z,rh_percent,30.624
2023-01-09T13:19:30Z,temp_f,72.437
2023-01-09T13:19:30Z,rh_percent,30.624
2023-01-09T13:19:31Z,temp_f,72.48
2023-01-09T13:19:31Z,rh_percent,30.693
2023-01-09T13:19:32Z,temp_f,72.437
2023-01-09T13:19:32Z,rh_percent,30.658
2023-01-09T13:19:33Z,temp_f,72.48
2023-01-09T13:19:33Z,rh_percent,30.66
2023-01-09T13:19:34Z,temp_f,72.437
2023-01-09T13:19:34Z,rh_percent,30.624
2023-01-09T13:19:35Z,temp_f,72.48
2023-01-09T13:19:35Z,rh_percent,30.626
2023-01-09T13:19:36Z,temp_f,72.48
2023-01-09T13:19:36Z,rh_percent,30.626
2023-01-09T13:19:37Z,temp_f,72.437
2023-01-09T13:19:37Z,rh_percent,30.624
2023-01-09T13:19:38Z,temp_f,72.48
2023-01-09T13:19:38Z,rh_percent,30.559
2023-01-09T13:19:39Z,temp_f,72.48
2023-01-09T13:19:39Z,rh_percent,30.559
2023-01-09T13:19:40Z,temp_f,72.48
2023-01-09T13:19:40Z,rh_percent,30.492
2023-01-09T13:19:41Z,temp_f,72.48
2023-01-09T13:19:41Z,rh_percent,30.492
2023-01-09T13:19:42Z,temp_f,72.48
2023-01-09T13:19:42Z,rh_percent,30.425
2023-01-09T13:19:43Z,temp_f,72.48
2023-01-09T13:19:43Z,rh_percent,30.492
2023-01-09T13:19:44Z,temp_f,72.48
2023-01-09T13:19:44Z,rh_percent,30.492
